,path,feat_path,name,emotion,strength,session
133,/home/wawa_/CaFE/High resolution (192kHz)/Surprise/Fort/06-S-2-2.aiff,/home/wawa_/data/wav2vecbase/Surprise/Fort/06-S-2-2.pt,06-S-2-2.aiff,surprise,Fort,1
134,/home/wawa_/CaFE/High resolution (192kHz)/Colère/Fort/05-C-2-2.aiff,/home/wawa_/data/wav2vecbase/Colère/Fort/05-C-2-2.pt,05-C-2-2.aiff,angry,Fort,1
135,/home/wawa_/CaFE/High resolution (192kHz)/Peur/Fort/11-P-2-5.aiff,/home/wawa_/data/wav2vecbase/Peur/Fort/11-P-2-5.pt,11-P-2-5.aiff,fear,Fort,1
136,/home/wawa_/CaFE/High resolution (192kHz)/Dégoût/Faible/08-D-1-4.aiff,/home/wawa_/data/wav2vecbase/Dégoût/Faible/08-D-1-4.pt,08-D-1-4.aiff,disgust,Faible,1
137,/home/wawa_/CaFE/High resolution (192kHz)/Colère/Faible/09-C-1-5.aiff,/home/wawa_/data/wav2vecbase/Colère/Faible/09-C-1-5.pt,09-C-1-5.aiff,angry,Faible,1
138,/home/wawa_/CaFE/High resolution (192kHz)/Tristesse/Faible/05-T-1-3.aiff,/home/wawa_/data/wav2vecbase/Tristesse/Faible/05-T-1-3.pt,05-T-1-3.aiff,sad,Faible,1
139,/home/wawa_/CaFE/High resolution (192kHz)/Joie/Faible/05-J-1-4.aiff,/home/wawa_/data/wav2vecbase/Joie/Faible/05-J-1-4.pt,05-J-1-4.aiff,happy,Faible,1
140,/home/wawa_/CaFE/High resolution (192kHz)/Peur/Fort/04-P-2-4.aiff,/home/wawa_/data/wav2vecbase/Peur/Fort/04-P-2-4.pt,04-P-2-4.aiff,fear,Fort,1
141,/home/wawa_/CaFE/High resolution (192kHz)/Dégoût/Fort/05-D-2-3.aiff,/home/wawa_/data/wav2vecbase/Dégoût/Fort/05-D-2-3.pt,05-D-2-3.aiff,disgust,Fort,1
142,/home/wawa_/CaFE/High resolution (192kHz)/Surprise/Fort/06-S-2-3.aiff,/home/wawa_/data/wav2vecbase/Surprise/Fort/06-S-2-3.pt,06-S-2-3.aiff,surprise,Fort,1
143,/home/wawa_/CaFE/High resolution (192kHz)/Neutre/11-N-6.aiff,/home/wawa_/data/wav2vecbase/Neutre/11-N-6.pt,11-N-6.aiff,neutral,Fort,1
144,/home/wawa_/CaFE/High resolution (192kHz)/Colère/Faible/03-C-1-2.aiff,/home/wawa_/data/wav2vecbase/Colère/Faible/03-C-1-2.pt,03-C-1-2.aiff,angry,Faible,1
145,/home/wawa_/CaFE/High resolution (192kHz)/Surprise/Faible/08-S-1-5.aiff,/home/wawa_/data/wav2vecbase/Surprise/Faible/08-S-1-5.pt,08-S-1-5.aiff,surprise,Faible,1
146,/home/wawa_/CaFE/High resolution (192kHz)/Colère/Fort/11-C-2-4.aiff,/home/wawa_/data/wav2vecbase/Colère/Fort/11-C-2-4.pt,11-C-2-4.aiff,angry,Fort,1
147,/home/wawa_/CaFE/High resolution (192kHz)/Dégoût/Fort/08-D-2-3.aiff,/home/wawa_/data/wav2vecbase/Dégoût/Fort/08-D-2-3.pt,08-D-2-3.aiff,disgust,Fort,1
148,/home/wawa_/CaFE/High resolution (192kHz)/Colère/Fort/07-C-2-3.aiff,/home/wawa_/data/wav2vecbase/Colère/Fort/07-C-2-3.pt,07-C-2-3.aiff,angry,Fort,1
149,/home/wawa_/CaFE/High resolution (192kHz)/Tristesse/Faible/04-T-1-2.aiff,/home/wawa_/data/wav2vecbase/Tristesse/Faible/04-T-1-2.pt,04-T-1-2.aiff,sad,Faible,1
150,/home/wawa_/CaFE/High resolution (192kHz)/Tristesse/Fort/10-T-2-3.aiff,/home/wawa_/data/wav2vecbase/Tristesse/Fort/10-T-2-3.pt,10-T-2-3.aiff,sad,Fort,1
151,/home/wawa_/CaFE/High resolution (192kHz)/Colère/Fort/08-C-2-4.aiff,/home/wawa_/data/wav2vecbase/Colère/Fort/08-C-2-4.pt,08-C-2-4.aiff,angry,Fort,1
152,/home/wawa_/CaFE/High resolution (192kHz)/Surprise/Fort/04-S-2-4.aiff,/home/wawa_/data/wav2vecbase/Surprise/Fort/04-S-2-4.pt,04-S-2-4.aiff,surprise,Fort,1
153,/home/wawa_/CaFE/High resolution (192kHz)/Surprise/Fort/01-S-2-4.aiff,/home/wawa_/data/wav2vecbase/Surprise/Fort/01-S-2-4.pt,01-S-2-4.aiff,surprise,Fort,1
154,/home/wawa_/CaFE/High resolution (192kHz)/Joie/Fort/07-J-2-1.aiff,/home/wawa_/data/wav2vecbase/Joie/Fort/07-J-2-1.pt,07-J-2-1.aiff,happy,Fort,1
155,/home/wawa_/CaFE/High resolution (192kHz)/Neutre/02-N-3.aiff,/home/wawa_/data/wav2vecbase/Neutre/02-N-3.pt,02-N-3.aiff,neutral,Fort,1
156,/home/wawa_/CaFE/High resolution (192kHz)/Surprise/Faible/03-S-1-6.aiff,/home/wawa_/data/wav2vecbase/Surprise/Faible/03-S-1-6.pt,03-S-1-6.aiff,surprise,Faible,1
157,/home/wawa_/CaFE/High resolution (192kHz)/Colère/Faible/05-C-1-4.aiff,/home/wawa_/data/wav2vecbase/Colère/Faible/05-C-1-4.pt,05-C-1-4.aiff,angry,Faible,1
158,/home/wawa_/CaFE/High resolution (192kHz)/Dégoût/Fort/01-D-2-5.aiff,/home/wawa_/data/wav2vecbase/Dégoût/Fort/01-D-2-5.pt,01-D-2-5.aiff,disgust,Fort,1
159,/home/wawa_/CaFE/High resolution (192kHz)/Joie/Fort/12-J-2-1.aiff,/home/wawa_/data/wav2vecbase/Joie/Fort/12-J-2-1.pt,12-J-2-1.aiff,happy,Fort,1
160,/home/wawa_/CaFE/High resolution (192kHz)/Joie/Faible/09-J-1-1.aiff,/home/wawa_/data/wav2vecbase/Joie/Faible/09-J-1-1.pt,09-J-1-1.aiff,happy,Faible,1
161,/home/wawa_/CaFE/High resolution (192kHz)/Surprise/Fort/02-S-2-4.aiff,/home/wawa_/data/wav2vecbase/Surprise/Fort/02-S-2-4.pt,02-S-2-4.aiff,surprise,Fort,1
162,/home/wawa_/CaFE/High resolution (192kHz)/Dégoût/Faible/07-D-1-4.aiff,/home/wawa_/data/wav2vecbase/Dégoût/Faible/07-D-1-4.pt,07-D-1-4.aiff,disgust,Faible,1
163,/home/wawa_/CaFE/High resolution (192kHz)/Surprise/Fort/07-S-2-5.aiff,/home/wawa_/data/wav2vecbase/Surprise/Fort/07-S-2-5.pt,07-S-2-5.aiff,surprise,Fort,1
164,/home/wawa_/CaFE/High resolution (192kHz)/Tristesse/Fort/08-T-2-5.aiff,/home/wawa_/data/wav2vecbase/Tristesse/Fort/08-T-2-5.pt,08-T-2-5.aiff,sad,Fort,1
165,/home/wawa_/CaFE/High resolution (192kHz)/Surprise/Faible/11-S-1-1.aiff,/home/wawa_/data/wav2vecbase/Surprise/Faible/11-S-1-1.pt,11-S-1-1.aiff,surprise,Faible,1
166,/home/wawa_/CaFE/High resolution (192kHz)/Surprise/Fort/04-S-2-3.aiff,/home/wawa_/data/wav2vecbase/Surprise/Fort/04-S-2-3.pt,04-S-2-3.aiff,surprise,Fort,1
167,/home/wawa_/CaFE/High resolution (192kHz)/Tristesse/Fort/01-T-2-5.aiff,/home/wawa_/data/wav2vecbase/Tristesse/Fort/01-T-2-5.pt,01-T-2-5.aiff,sad,Fort,1
168,/home/wawa_/CaFE/High resolution (192kHz)/Peur/Faible/09-P-1-5.aiff,/home/wawa_/data/wav2vecbase/Peur/Faible/09-P-1-5.pt,09-P-1-5.aiff,fear,Faible,1
169,/home/wawa_/CaFE/High resolution (192kHz)/Tristesse/Faible/05-T-1-6.aiff,/home/wawa_/data/wav2vecbase/Tristesse/Faible/05-T-1-6.pt,05-T-1-6.aiff,sad,Faible,1
170,/home/wawa_/CaFE/High resolution (192kHz)/Colère/Fort/06-C-2-2.aiff,/home/wawa_/data/wav2vecbase/Colère/Fort/06-C-2-2.pt,06-C-2-2.aiff,angry,Fort,1
171,/home/wawa_/CaFE/High resolution (192kHz)/Tristesse/Faible/03-T-1-1.aiff,/home/wawa_/data/wav2vecbase/Tristesse/Faible/03-T-1-1.pt,03-T-1-1.aiff,sad,Faible,1
172,/home/wawa_/CaFE/High resolution (192kHz)/Joie/Fort/10-J-2-3.aiff,/home/wawa_/data/wav2vecbase/Joie/Fort/10-J-2-3.pt,10-J-2-3.aiff,happy,Fort,1
173,/home/wawa_/CaFE/High resolution (192kHz)/Tristesse/Fort/09-T-2-4.aiff,/home/wawa_/data/wav2vecbase/Tristesse/Fort/09-T-2-4.pt,09-T-2-4.aiff,sad,Fort,1
174,/home/wawa_/CaFE/High resolution (192kHz)/Dégoût/Fort/08-D-2-2.aiff,/home/wawa_/data/wav2vecbase/Dégoût/Fort/08-D-2-2.pt,08-D-2-2.aiff,disgust,Fort,1
175,/home/wawa_/CaFE/High resolution (192kHz)/Surprise/Faible/01-S-1-4.aiff,/home/wawa_/data/wav2vecbase/Surprise/Faible/01-S-1-4.pt,01-S-1-4.aiff,surprise,Faible,1
176,/home/wawa_/CaFE/High resolution (192kHz)/Colère/Faible/10-C-1-1.aiff,/home/wawa_/data/wav2vecbase/Colère/Faible/10-C-1-1.pt,10-C-1-1.aiff,angry,Faible,1
177,/home/wawa_/CaFE/High resolution (192kHz)/Colère/Fort/12-C-2-2.aiff,/home/wawa_/data/wav2vecbase/Colère/Fort/12-C-2-2.pt,12-C-2-2.aiff,angry,Fort,1
178,/home/wawa_/CaFE/High resolution (192kHz)/Tristesse/Faible/04-T-1-3.aiff,/home/wawa_/data/wav2vecbase/Tristesse/Faible/04-T-1-3.pt,04-T-1-3.aiff,sad,Faible,1
179,/home/wawa_/CaFE/High resolution (192kHz)/Dégoût/Faible/07-D-1-5.aiff,/home/wawa_/data/wav2vecbase/Dégoût/Faible/07-D-1-5.pt,07-D-1-5.aiff,disgust,Faible,1
180,/home/wawa_/CaFE/High resolution (192kHz)/Surprise/Fort/05-S-2-5.aiff,/home/wawa_/data/wav2vecbase/Surprise/Fort/05-S-2-5.pt,05-S-2-5.aiff,surprise,Fort,1
181,/home/wawa_/CaFE/High resolution (192kHz)/Dégoût/Faible/06-D-1-2.aiff,/home/wawa_/data/wav2vecbase/Dégoût/Faible/06-D-1-2.pt,06-D-1-2.aiff,disgust,Faible,1
182,/home/wawa_/CaFE/High resolution (192kHz)/Dégoût/Faible/04-D-1-3.aiff,/home/wawa_/data/wav2vecbase/Dégoût/Faible/04-D-1-3.pt,04-D-1-3.aiff,disgust,Faible,1
183,/home/wawa_/CaFE/High resolution (192kHz)/Tristesse/Fort/01-T-2-3.aiff,/home/wawa_/data/wav2vecbase/Tristesse/Fort/01-T-2-3.pt,01-T-2-3.aiff,sad,Fort,1
184,/home/wawa_/CaFE/High resolution (192kHz)/Neutre/07-N-4.aiff,/home/wawa_/data/wav2vecbase/Neutre/07-N-4.pt,07-N-4.aiff,neutral,Fort,1
185,/home/wawa_/CaFE/High resolution (192kHz)/Neutre/09-N-6.aiff,/home/wawa_/data/wav2vecbase/Neutre/09-N-6.pt,09-N-6.aiff,neutral,Fort,1
186,/home/wawa_/CaFE/High resolution (192kHz)/Tristesse/Faible/09-T-1-3.aiff,/home/wawa_/data/wav2vecbase/Tristesse/Faible/09-T-1-3.pt,09-T-1-3.aiff,sad,Faible,1
187,/home/wawa_/CaFE/High resolution (192kHz)/Peur/Faible/05-P-1-6.aiff,/home/wawa_/data/wav2vecbase/Peur/Faible/05-P-1-6.pt,05-P-1-6.aiff,fear,Faible,2
188,/home/wawa_/CaFE/High resolution (192kHz)/Peur/Faible/07-P-1-1.aiff,/home/wawa_/data/wav2vecbase/Peur/Faible/07-P-1-1.pt,07-P-1-1.aiff,fear,Faible,2
189,/home/wawa_/CaFE/High resolution (192kHz)/Dégoût/Fort/04-D-2-6.aiff,/home/wawa_/data/wav2vecbase/Dégoût/Fort/04-D-2-6.pt,04-D-2-6.aiff,disgust,Fort,2
190,/home/wawa_/CaFE/High resolution (192kHz)/Tristesse/Fort/06-T-2-5.aiff,/home/wawa_/data/wav2vecbase/Tristesse/Fort/06-T-2-5.pt,06-T-2-5.aiff,sad,Fort,2
191,/home/wawa_/CaFE/High resolution (192kHz)/Joie/Fort/04-J-2-1.aiff,/home/wawa_/data/wav2vecbase/Joie/Fort/04-J-2-1.pt,04-J-2-1.aiff,happy,Fort,2
192,/home/wawa_/CaFE/High resolution (192kHz)/Colère/Fort/01-C-2-6.aiff,/home/wawa_/data/wav2vecbase/Colère/Fort/01-C-2-6.pt,01-C-2-6.aiff,angry,Fort,2
193,/home/wawa_/CaFE/High resolution (192kHz)/Surprise/Faible/12-S-1-6.aiff,/home/wawa_/data/wav2vecbase/Surprise/Faible/12-S-1-6.pt,12-S-1-6.aiff,surprise,Faible,2
194,/home/wawa_/CaFE/High resolution (192kHz)/Surprise/Faible/03-S-1-2.aiff,/home/wawa_/data/wav2vecbase/Surprise/Faible/03-S-1-2.pt,03-S-1-2.aiff,surprise,Faible,2
195,/home/wawa_/CaFE/High resolution (192kHz)/Peur/Fort/10-P-2-6.aiff,/home/wawa_/data/wav2vecbase/Peur/Fort/10-P-2-6.pt,10-P-2-6.aiff,fear,Fort,2
196,/home/wawa_/CaFE/High resolution (192kHz)/Colère/Fort/05-C-2-4.aiff,/home/wawa_/data/wav2vecbase/Colère/Fort/05-C-2-4.pt,05-C-2-4.aiff,angry,Fort,2
197,/home/wawa_/CaFE/High resolution (192kHz)/Peur/Faible/01-P-1-3.aiff,/home/wawa_/data/wav2vecbase/Peur/Faible/01-P-1-3.pt,01-P-1-3.aiff,fear,Faible,2
198,/home/wawa_/CaFE/High resolution (192kHz)/Neutre/06-N-2.aiff,/home/wawa_/data/wav2vecbase/Neutre/06-N-2.pt,06-N-2.aiff,neutral,Fort,2
199,/home/wawa_/CaFE/High resolution (192kHz)/Joie/Fort/05-J-2-4.aiff,/home/wawa_/data/wav2vecbase/Joie/Fort/05-J-2-4.pt,05-J-2-4.aiff,happy,Fort,2
200,/home/wawa_/CaFE/High resolution (192kHz)/Surprise/Fort/09-S-2-2.aiff,/home/wawa_/data/wav2vecbase/Surprise/Fort/09-S-2-2.pt,09-S-2-2.aiff,surprise,Fort,2
201,/home/wawa_/CaFE/High resolution (192kHz)/Dégoût/Faible/05-D-1-2.aiff,/home/wawa_/data/wav2vecbase/Dégoût/Faible/05-D-1-2.pt,05-D-1-2.aiff,disgust,Faible,2
202,/home/wawa_/CaFE/High resolution (192kHz)/Colère/Faible/08-C-1-4.aiff,/home/wawa_/data/wav2vecbase/Colère/Faible/08-C-1-4.pt,08-C-1-4.aiff,angry,Faible,2
203,/home/wawa_/CaFE/High resolution (192kHz)/Joie/Fort/03-J-2-2.aiff,/home/wawa_/data/wav2vecbase/Joie/Fort/03-J-2-2.pt,03-J-2-2.aiff,happy,Fort,2
204,/home/wawa_/CaFE/High resolution (192kHz)/Joie/Fort/09-J-2-2.aiff,/home/wawa_/data/wav2vecbase/Joie/Fort/09-J-2-2.pt,09-J-2-2.aiff,happy,Fort,2
205,/home/wawa_/CaFE/High resolution (192kHz)/Tristesse/Fort/12-T-2-2.aiff,/home/wawa_/data/wav2vecbase/Tristesse/Fort/12-T-2-2.pt,12-T-2-2.aiff,sad,Fort,2
206,/home/wawa_/CaFE/High resolution (192kHz)/Surprise/Fort/09-S-2-5.aiff,/home/wawa_/data/wav2vecbase/Surprise/Fort/09-S-2-5.pt,09-S-2-5.aiff,surprise,Fort,2
207,/home/wawa_/CaFE/High resolution (192kHz)/Joie/Faible/02-J-1-2.aiff,/home/wawa_/data/wav2vecbase/Joie/Faible/02-J-1-2.pt,02-J-1-2.aiff,happy,Faible,2
208,/home/wawa_/CaFE/High resolution (192kHz)/Neutre/09-N-3.aiff,/home/wawa_/data/wav2vecbase/Neutre/09-N-3.pt,09-N-3.aiff,neutral,Fort,2
209,/home/wawa_/CaFE/High resolution (192kHz)/Dégoût/Faible/09-D-1-5.aiff,/home/wawa_/data/wav2vecbase/Dégoût/Faible/09-D-1-5.pt,09-D-1-5.aiff,disgust,Faible,2
210,/home/wawa_/CaFE/High resolution (192kHz)/Dégoût/Fort/05-D-2-6.aiff,/home/wawa_/data/wav2vecbase/Dégoût/Fort/05-D-2-6.pt,05-D-2-6.aiff,disgust,Fort,2
211,/home/wawa_/CaFE/High resolution (192kHz)/Peur/Faible/01-P-1-4.aiff,/home/wawa_/data/wav2vecbase/Peur/Faible/01-P-1-4.pt,01-P-1-4.aiff,fear,Faible,2
212,/home/wawa_/CaFE/High resolution (192kHz)/Colère/Faible/04-C-1-2.aiff,/home/wawa_/data/wav2vecbase/Colère/Faible/04-C-1-2.pt,04-C-1-2.aiff,angry,Faible,2
213,/home/wawa_/CaFE/High resolution (192kHz)/Peur/Fort/08-P-2-5.aiff,/home/wawa_/data/wav2vecbase/Peur/Fort/08-P-2-5.pt,08-P-2-5.aiff,fear,Fort,2
214,/home/wawa_/CaFE/High resolution (192kHz)/Dégoût/Faible/11-D-1-2.aiff,/home/wawa_/data/wav2vecbase/Dégoût/Faible/11-D-1-2.pt,11-D-1-2.aiff,disgust,Faible,2
215,/home/wawa_/CaFE/High resolution (192kHz)/Tristesse/Faible/11-T-1-5.aiff,/home/wawa_/data/wav2vecbase/Tristesse/Faible/11-T-1-5.pt,11-T-1-5.aiff,sad,Faible,2
216,/home/wawa_/CaFE/High resolution (192kHz)/Peur/Faible/03-P-1-6.aiff,/home/wawa_/data/wav2vecbase/Peur/Faible/03-P-1-6.pt,03-P-1-6.aiff,fear,Faible,2
217,/home/wawa_/CaFE/High resolution (192kHz)/Surprise/Fort/12-S-2-2.aiff,/home/wawa_/data/wav2vecbase/Surprise/Fort/12-S-2-2.pt,12-S-2-2.aiff,surprise,Fort,2
218,/home/wawa_/CaFE/High resolution (192kHz)/Joie/Fort/10-J-2-4.aiff,/home/wawa_/data/wav2vecbase/Joie/Fort/10-J-2-4.pt,10-J-2-4.aiff,happy,Fort,2
219,/home/wawa_/CaFE/High resolution (192kHz)/Joie/Faible/10-J-1-6.aiff,/home/wawa_/data/wav2vecbase/Joie/Faible/10-J-1-6.pt,10-J-1-6.aiff,happy,Faible,2
220,/home/wawa_/CaFE/High resolution (192kHz)/Peur/Fort/09-P-2-2.aiff,/home/wawa_/data/wav2vecbase/Peur/Fort/09-P-2-2.pt,09-P-2-2.aiff,fear,Fort,2
221,/home/wawa_/CaFE/High resolution (192kHz)/Tristesse/Faible/03-T-1-6.aiff,/home/wawa_/data/wav2vecbase/Tristesse/Faible/03-T-1-6.pt,03-T-1-6.aiff,sad,Faible,2
222,/home/wawa_/CaFE/High resolution (192kHz)/Surprise/Fort/10-S-2-4.aiff,/home/wawa_/data/wav2vecbase/Surprise/Fort/10-S-2-4.pt,10-S-2-4.aiff,surprise,Fort,2
223,/home/wawa_/CaFE/High resolution (192kHz)/Surprise/Fort/01-S-2-5.aiff,/home/wawa_/data/wav2vecbase/Surprise/Fort/01-S-2-5.pt,01-S-2-5.aiff,surprise,Fort,2
224,/home/wawa_/CaFE/High resolution (192kHz)/Colère/Fort/11-C-2-3.aiff,/home/wawa_/data/wav2vecbase/Colère/Fort/11-C-2-3.pt,11-C-2-3.aiff,angry,Fort,2
225,/home/wawa_/CaFE/High resolution (192kHz)/Joie/Fort/01-J-2-6.aiff,/home/wawa_/data/wav2vecbase/Joie/Fort/01-J-2-6.pt,01-J-2-6.aiff,happy,Fort,2
226,/home/wawa_/CaFE/High resolution (192kHz)/Peur/Faible/08-P-1-5.aiff,/home/wawa_/data/wav2vecbase/Peur/Faible/08-P-1-5.pt,08-P-1-5.aiff,fear,Faible,2
227,/home/wawa_/CaFE/High resolution (192kHz)/Colère/Fort/11-C-2-6.aiff,/home/wawa_/data/wav2vecbase/Colère/Fort/11-C-2-6.pt,11-C-2-6.aiff,angry,Fort,2
228,/home/wawa_/CaFE/High resolution (192kHz)/Colère/Fort/12-C-2-1.aiff,/home/wawa_/data/wav2vecbase/Colère/Fort/12-C-2-1.pt,12-C-2-1.aiff,angry,Fort,2
229,/home/wawa_/CaFE/High resolution (192kHz)/Neutre/11-N-4.aiff,/home/wawa_/data/wav2vecbase/Neutre/11-N-4.pt,11-N-4.aiff,neutral,Fort,2
230,/home/wawa_/CaFE/High resolution (192kHz)/Peur/Fort/04-P-2-2.aiff,/home/wawa_/data/wav2vecbase/Peur/Fort/04-P-2-2.pt,04-P-2-2.aiff,fear,Fort,2
231,/home/wawa_/CaFE/High resolution (192kHz)/Dégoût/Faible/05-D-1-1.aiff,/home/wawa_/data/wav2vecbase/Dégoût/Faible/05-D-1-1.pt,05-D-1-1.aiff,disgust,Faible,2
232,/home/wawa_/CaFE/High resolution (192kHz)/Tristesse/Faible/09-T-1-6.aiff,/home/wawa_/data/wav2vecbase/Tristesse/Faible/09-T-1-6.pt,09-T-1-6.aiff,sad,Faible,2
233,/home/wawa_/CaFE/High resolution (192kHz)/Joie/Fort/07-J-2-4.aiff,/home/wawa_/data/wav2vecbase/Joie/Fort/07-J-2-4.pt,07-J-2-4.aiff,happy,Fort,2
234,/home/wawa_/CaFE/High resolution (192kHz)/Colère/Fort/10-C-2-6.aiff,/home/wawa_/data/wav2vecbase/Colère/Fort/10-C-2-6.pt,10-C-2-6.aiff,angry,Fort,2
235,/home/wawa_/CaFE/High resolution (192kHz)/Joie/Faible/11-J-1-1.aiff,/home/wawa_/data/wav2vecbase/Joie/Faible/11-J-1-1.pt,11-J-1-1.aiff,happy,Faible,2
236,/home/wawa_/CaFE/High resolution (192kHz)/Dégoût/Fort/09-D-2-5.aiff,/home/wawa_/data/wav2vecbase/Dégoût/Fort/09-D-2-5.pt,09-D-2-5.aiff,disgust,Fort,2
237,/home/wawa_/CaFE/High resolution (192kHz)/Dégoût/Faible/02-D-1-2.aiff,/home/wawa_/data/wav2vecbase/Dégoût/Faible/02-D-1-2.pt,02-D-1-2.aiff,disgust,Faible,2
238,/home/wawa_/CaFE/High resolution (192kHz)/Joie/Fort/05-J-2-5.aiff,/home/wawa_/data/wav2vecbase/Joie/Fort/05-J-2-5.pt,05-J-2-5.aiff,happy,Fort,2
239,/home/wawa_/CaFE/High resolution (192kHz)/Tristesse/Fort/06-T-2-4.aiff,/home/wawa_/data/wav2vecbase/Tristesse/Fort/06-T-2-4.pt,06-T-2-4.aiff,sad,Fort,2
240,/home/wawa_/CaFE/High resolution (192kHz)/Tristesse/Faible/10-T-1-1.aiff,/home/wawa_/data/wav2vecbase/Tristesse/Faible/10-T-1-1.pt,10-T-1-1.aiff,sad,Faible,2
241,/home/wawa_/CaFE/High resolution (192kHz)/Tristesse/Faible/08-T-1-1.aiff,/home/wawa_/data/wav2vecbase/Tristesse/Faible/08-T-1-1.pt,08-T-1-1.aiff,sad,Faible,2
242,/home/wawa_/CaFE/High resolution (192kHz)/Joie/Faible/02-J-1-1.aiff,/home/wawa_/data/wav2vecbase/Joie/Faible/02-J-1-1.pt,02-J-1-1.aiff,happy,Faible,2
243,/home/wawa_/CaFE/High resolution (192kHz)/Tristesse/Faible/10-T-1-2.aiff,/home/wawa_/data/wav2vecbase/Tristesse/Faible/10-T-1-2.pt,10-T-1-2.aiff,sad,Faible,2
244,/home/wawa_/CaFE/High resolution (192kHz)/Surprise/Fort/02-S-2-5.aiff,/home/wawa_/data/wav2vecbase/Surprise/Fort/02-S-2-5.pt,02-S-2-5.aiff,surprise,Fort,2
245,/home/wawa_/CaFE/High resolution (192kHz)/Surprise/Faible/01-S-1-6.aiff,/home/wawa_/data/wav2vecbase/Surprise/Faible/01-S-1-6.pt,01-S-1-6.aiff,surprise,Faible,2
246,/home/wawa_/CaFE/High resolution (192kHz)/Dégoût/Faible/02-D-1-4.aiff,/home/wawa_/data/wav2vecbase/Dégoût/Faible/02-D-1-4.pt,02-D-1-4.aiff,disgust,Faible,2
247,/home/wawa_/CaFE/High resolution (192kHz)/Colère/Faible/10-C-1-5.aiff,/home/wawa_/data/wav2vecbase/Colère/Faible/10-C-1-5.pt,10-C-1-5.aiff,angry,Faible,2
248,/home/wawa_/CaFE/High resolution (192kHz)/Surprise/Faible/08-S-1-4.aiff,/home/wawa_/data/wav2vecbase/Surprise/Faible/08-S-1-4.pt,08-S-1-4.aiff,surprise,Faible,2
249,/home/wawa_/CaFE/High resolution (192kHz)/Dégoût/Faible/09-D-1-6.aiff,/home/wawa_/data/wav2vecbase/Dégoût/Faible/09-D-1-6.pt,09-D-1-6.aiff,disgust,Faible,2
250,/home/wawa_/CaFE/High resolution (192kHz)/Peur/Faible/05-P-1-1.aiff,/home/wawa_/data/wav2vecbase/Peur/Faible/05-P-1-1.pt,05-P-1-1.aiff,fear,Faible,2
251,/home/wawa_/CaFE/High resolution (192kHz)/Surprise/Faible/06-S-1-1.aiff,/home/wawa_/data/wav2vecbase/Surprise/Faible/06-S-1-1.pt,06-S-1-1.aiff,surprise,Faible,2
252,/home/wawa_/CaFE/High resolution (192kHz)/Joie/Fort/06-J-2-4.aiff,/home/wawa_/data/wav2vecbase/Joie/Fort/06-J-2-4.pt,06-J-2-4.aiff,happy,Fort,2
253,/home/wawa_/CaFE/High resolution (192kHz)/Peur/Faible/11-P-1-1.aiff,/home/wawa_/data/wav2vecbase/Peur/Faible/11-P-1-1.pt,11-P-1-1.aiff,fear,Faible,2
254,/home/wawa_/CaFE/High resolution (192kHz)/Colère/Fort/03-C-2-3.aiff,/home/wawa_/data/wav2vecbase/Colère/Fort/03-C-2-3.pt,03-C-2-3.aiff,angry,Fort,2
255,/home/wawa_/CaFE/High resolution (192kHz)/Dégoût/Fort/09-D-2-1.aiff,/home/wawa_/data/wav2vecbase/Dégoût/Fort/09-D-2-1.pt,09-D-2-1.aiff,disgust,Fort,2
256,/home/wawa_/CaFE/High resolution (192kHz)/Joie/Fort/03-J-2-3.aiff,/home/wawa_/data/wav2vecbase/Joie/Fort/03-J-2-3.pt,03-J-2-3.aiff,happy,Fort,2
257,/home/wawa_/CaFE/High resolution (192kHz)/Joie/Faible/11-J-1-4.aiff,/home/wawa_/data/wav2vecbase/Joie/Faible/11-J-1-4.pt,11-J-1-4.aiff,happy,Faible,2
258,/home/wawa_/CaFE/High resolution (192kHz)/Joie/Fort/12-J-2-2.aiff,/home/wawa_/data/wav2vecbase/Joie/Fort/12-J-2-2.pt,12-J-2-2.aiff,happy,Fort,2
259,/home/wawa_/CaFE/High resolution (192kHz)/Joie/Faible/12-J-1-5.aiff,/home/wawa_/data/wav2vecbase/Joie/Faible/12-J-1-5.pt,12-J-1-5.aiff,happy,Faible,2
260,/home/wawa_/CaFE/High resolution (192kHz)/Dégoût/Fort/11-D-2-5.aiff,/home/wawa_/data/wav2vecbase/Dégoût/Fort/11-D-2-5.pt,11-D-2-5.aiff,disgust,Fort,2
261,/home/wawa_/CaFE/High resolution (192kHz)/Joie/Faible/03-J-1-1.aiff,/home/wawa_/data/wav2vecbase/Joie/Faible/03-J-1-1.pt,03-J-1-1.aiff,happy,Faible,2
262,/home/wawa_/CaFE/High resolution (192kHz)/Neutre/12-N-6.aiff,/home/wawa_/data/wav2vecbase/Neutre/12-N-6.pt,12-N-6.aiff,neutral,Fort,2
263,/home/wawa_/CaFE/High resolution (192kHz)/Surprise/Faible/09-S-1-3.aiff,/home/wawa_/data/wav2vecbase/Surprise/Faible/09-S-1-3.pt,09-S-1-3.aiff,surprise,Faible,2
264,/home/wawa_/CaFE/High resolution (192kHz)/Colère/Fort/11-C-2-1.aiff,/home/wawa_/data/wav2vecbase/Colère/Fort/11-C-2-1.pt,11-C-2-1.aiff,angry,Fort,2
